CITIES,Levy Code,Levy Rate,Senior Rate
,6591,12.58795,8.15228
,6594,11.85061,7.66696
,6595,11.85061,7.66696
,6620,12.85061,8.66696
,6621,12.85061,8.66696
,6625,12.84553,8.47294
,6626,13.47758,9.16696
,6627,13.47758,9.16696
,6630,13.47758,9.16696
Issaquah - 411,6999,13.90742,8.66696
Shoreline - 412,7041,14.64356,8.66696
Lake Washington - 414,7260,12.83432,8.97294
,7265,12.83432,8.97294
,7278,12.83432,8.97294
,7338,11.47452,7.61314
,7340,11.33432,7.47294
,7370,12.33432,8.47294
,7380,12.83432,8.97294
,7415,12.83432,8.97294
,7418,11.33432,7.47294
,7420,12.33432,8.47294
Northshore - 417,7490,12.57238,7.47294
Black Diamond,0880,13.23093,7.50892
,0881,13.23093,7.50892
,0882,13.23093,7.50892
,0883,13.23093,7.50892
,0890,13.24999,7.50892
,0891,13.74999,8.00892
,0905,12.95726,7.50892
,0906,12.95726,7.50892
,0910,12.95726,7.50892
,0915,12.95726,7.50892
,0920,13.79018,7.50892
Burien,0927,13.74126,8.01696
,0930,13.74126,8.01696
,0932,13.74126,8.01696
,0933,13.74126,8.01696
,0935,13.74126,8.01696
,0937,13.74126,8.01696
,0940,13.74126,8.01696
,0941,13.74126,8.01696
,0942,13.74126,8.01696
,0955,13.74126,8.01696
,0957,13.74126,8.01696
,0958,13.46019,8.06137
,0960,13.46019,8.06137
,0961,13.46019,8.06137
,0962,13.75983,8.06137
Carnation,0970,12.3218,7.81328
,0971,12.3218,7.81328
,0972,12.3218,7.81328
Mercer Island,1031,9.06655,6.24834
Clyde Hill,1050,8.80433,5.6652
,1052,9.29925,5.97118
,1053,8.80433,5.6652
Covington,1056,13.11987,7.39786
,1059,13.63893,7.89786
,1060,13.63893,7.89786
,1062,13.63893,7.89786
,1063,13.63893,7.89786
,1064,13.63893,7.89786
,1067,13.63893,7.89786
,1068,13.63893,7.89786
Des Moines,1072,14.3273,8.23918
,1074,14.3273,8.23918
,1076,14.3273,8.23918
,1078,14.3273,8.23918
,1080,14.3273,8.23918
,1085,13.70669,8.23918
,1090,13.70669,8.23918
,1105,13.70669,8.23918
,1107,13.70669,8.23918
Kent (cont.),1512,13.20711,7.4851
,1514,12.76562,7.9851
,1516,13.72617,7.9851
,1518,13.72617,7.9851
,1519,13.72617,7.9851
,1522,13.72617,7.9851
,1524,13.72617,7.9851
,1525,13.72617,7.9851
,1526,13.72617,7.9851
,1551,13.72617,7.9851
,1560,13.72617,7.9851
,1562,13.72617,7.9851
,1564,13.72617,7.9851
,1565,13.72617,7.9851
,1570,13.76636,7.4851
Kirkland,1700,10.54174,6.5906
,1701,10.54174,6.5906
,1702,10.45198,6.5906
,1703,10.45198,6.5906
,1704,10.45198,6.5906
,1705,10.45198,6.5906
,1706,10.45198,6.5906
,1707,10.45198,6.5906
,1708,10.6596,6.79822
,1709,11.69004,6.5906
,1710,11.69004,6.5906
,1711,11.69004,6.5906
,1712,11.94037,6.5906
,1713,10.59218,6.7308
,1714,10.59218,6.7308
,1715,10.59218,6.7308
,1716,10.59218,6.7308
,1717,11.83024,6.7308
,1727,10.54174,6.5906
,1728,10.60916,6.65802
,1743,10.54174,6.5906
,1746,10.54174,6.5906
,1755,10.00843,6.5906
,1760,10.00843,6.5906
,1765,10.04682,6.28462
,1806,10.54174,6.5906
Maple Valley,1810,13.74555,7.80108
,1811,13.74555,7.80108
,1812,13.74555,7.80108
,1813,13.74555,7.80108
,1814,14.24555,8.30108
,1817,13.74555,7.80108
,1818,13.74555,7.80108
,1821,13.74555,7.80108
,1826,14.26461,8.30108
,1827,14.26461,8.30108
Renton (cont.),2158,13.29748,8.51696
,2159,13.16049,8.01696
,2162,13.66049,8.51696
,2163,13.09057,8.01696
,2166,13.09057,8.01696
,2167,14.25803,8.51696
,2168,14.18811,8.51696
,2169,14.18811,8.51696
,2170,14.25803,8.51696
,2172,14.50244,8.51696
,2173,14.25803,8.51696
Sammamish,2175,12.61909,7.47556
,2177,12.61909,7.47556
,2180,12.15413,7.78154
,2181,12.15413,7.78154
,2182,11.64292,7.78154
,2183,11.64292,7.78154
,2187,11.64292,7.78154
,2195,11.64292,7.78154
,2196,11.78618,7.47556
,2197,12.28618,7.97556
,2198,12.28618,7.97556
SeaTac,2201,13.08312,7.79496
,2205,13.08312,7.79496
,2206,13.08312,7.79496
,2207,13.08312,7.79496
,2210,13.08312,7.79496
,2212,13.08312,7.79496
,2218,13.08312,7.79496
,2219,13.08312,7.79496
,2222,13.08312,7.79496
,2225,13.58312,8.29496
,2226,13.08312,7.79496
,2228,13.08312,7.79496
,2230,13.58312,8.29496
,2231,13.08312,7.79496
,2232,13.58312,8.29496
,2240,13.07548,8.29496
,2243,13.88276,8.29496
,2245,13.38276,7.79496
,2246,13.88276,8.29496
,2251,14.03603,8.29496
,2252,14.03603,8.29496
Shoreline,2258,14.26591,8.01696
,2259,14.26591,8.01696
,2260,14.26591,8.01696
,2261,14.26591,8.01696
,2262,14.26591,8.01696
,2263,14.26591,8.01696
,2265,14.26591,8.01696
,2266,14.26591,8.01696
Auburn - 408 (cont),4731,13.44822,7.16696
,4735,14.94822,8.66696
,4745,14.94822,8.66696
,4750,15.27152,8.66696
,4795,15.27152,8.66696
,4797,14.94822,8.66696
,4800,14.94822,8.66696
Tahoma - 409,4845,12.88897,7.16696
,4846,13.38897,7.66696
,4848,12.88897,7.16696
,4850,14.38897,8.66696
,4851,14.38897,8.66696
,4852,14.88897,9.16696
,4855,13.88897,8.16696
,4860,14.61143,8.66696
,4862,13.88897,8.16696
,4863,14.61143,8.66696
,4864,14.61143,8.66696
,4865,15.11143,9.16696
,4867,13.88897,8.16696
,4868,14.38897,8.66696
,4870,14.22664,8.16696
,4875,14.22664,8.16696
,4878,14.88897,9.16696
,4880,14.61143,8.66696
,4881,14.61143,8.66696
,4890,12.9859,7.16696
,4891,14.70836,8.66696
,4892,13.4859,7.66696
Kent - 415,5010,13.40803,7.66696
,5025,14.40803,8.66696
,5040,14.40803,8.66696
,5041,14.40803,8.66696
,5043,14.40803,8.66696
,5055,14.65181,8.66633
,5060,15.13049,9.16696
,5062,15.13049,9.16696
,5065,15.23133,9.16696
,5090,14.40803,8.66696
,5100,14.65181,8.66633
,5115,14.40803,8.66696
,5135,14.40803,8.66696
,5142,13.40803,7.66696
,5143,14.90803,9.16696
,5144,14.90803,9.16696
,5145,14.40803,8.66696
,5146,14.40803,8.66696
,5148,15.13049,9.16696
,5149,15.13049,9.16696
,5150,15.23133,9.16696
,5155,13.40803,7.66696
,5157,14.90803,9.16696
Snoqualmie - 410,6631,13.47758,9.16696
,6634,13.47758,9.16696
,6636,13.4725,8.97294
,6640,12.85061,8.66696
,6641,13.34553,8.97294
,6645,13.34553,8.97294
,6647,13.35061,9.16696
,6665,12.85061,8.66696
,6674,13.47039,9.08784
,6675,14.20773,9.57316
,6676,13.56732,9.08784
,6682,13.09696,8.70533
,6683,13.09696,8.70533
,6688,11.85061,7.66696
,6689,12.94754,8.66696
,6690,11.94754,7.66696
,6691,12.94754,8.66696
,6694,13.57451,9.16696
,6697,11.94754,7.66696
,6698,13.57451,9.16696
Issaquah - 411,6745,12.31049,7.16696
,6757,12.40742,7.16696
,6760,13.31049,8.16696
,6761,13.81049,8.66696
,6808,14.31049,9.16696
,6825,13.31049,8.16696
,6845,12.81049,7.66696
,6847,12.31049,7.16696
,6850,13.31049,8.16696
,6855,13.31049,8.16696
,6861,13.81049,8.66696
,6865,14.31049,9.16696
,6867,13.81049,8.66696
,6870,14.31049,9.16696
,6878,14.03295,8.66696
,6880,14.53295,9.16696
,6946,13.31049,8.16696
,6966,13.93746,8.66696
,6977,13.81049,8.66696
,6979,13.90742,8.66696
,6980,12.40742,7.16696
,6981,13.40742,8.16696
,6982,13.90742,8.66696
,6986,13.40742,8.16696
,6987,12.90742,7.66696
,6990,14.53439,9.16696
,6991,14.12988,8.66696
,6993,13.40742,8.16696
,6994,14.53439,9.16696
,6996,13.40742,8.16696
,6997,13.40742,8.16696
,6998,12.40742,7.16696
